uniqueid,ts,lat,lng,external_bat_voltage,internal_bat_voltage,engineload,tanklevel,throttle,coolant,intakeairtemp,engineoiltemp,imap,vehiclespeed,warmups,rpm,obddistance,maf,fuelrail,runtime,mil,obdstandards,telltale,pto_drive_engagement,engine_torque_percent,service_distance,gross_combination_vehicle_weight,selected_gear,current_gear,fuel_consumption,fuel_level,fl_level,fuel_rate,fuel_economy,accelerator_pedal_pos,vehicle_weight,air_suspension_pressure_front_axle_left,air_suspension_pressure_front_axle_right,air_suspension_pressure_rear_axle_left,air_suspension_pressure_rear_axle_right,state_of_charge,battery_pack_voltage,battery_pack_current,power,pluscode,lamp_status,hydraulic_oil_filter,air_filter,no_charging,low_fuel,engine_temp_high,hydraulic_oil_temp_high,water_in_fuel,low_oil_pressure,roller_speed,vibration_status,axle_position,tire_position,tire_pressure,tire_temperature,tire_air_leakage_rate,tire_sensor_enable_status,tire_status,tire_sensor_electric_fault,extended_tire_pressure_support,tire_pressure_threshold_detection,extended_tire_pressure,cpc_system_type,required_tire_pressure,cpc_tire_id,cpc_graphical_position,cpc_tire_location,cpc_ttm_id,barometric_pressure,secondary_air_status,catalyst_temperature_bank1_sensor1,catalyst_temperature_bank1_sensor2,distance_since_mil,commanded_egr,egr_error,drive_cycle_status,ambient_air_temperature,fuel_system_status,short_term_fuel_trim_bank_1,long_term_fuel_trim_bank_1,timing_advance,oxygen_sensors_present,oxygen_sensor_1_voltage,oxygen_sensor_2_voltage,commanded_evaporative_purge,control_module_voltage,absolute_load_value,relative_throttle_position,oxygen_sensor_1_short_term_fuel_trim,oxygen_sensor_2_short_term_fuel_trim,can_raw_data,engine_throttle_valve1_pos,engine_throttle_valve2_pos,enginefueltemp,engine_airlet_pressure,engine_oil_pressure,drivers_demand_engine_torque_percent,engine_torque_mode,accelerator_pedal_pos_2,brake_switch_status,clutch_switch_status,parking_switch_status,engine_pto_switch_status,clientid,alerttype,alertvalue,from_ts,to_ts,server_ts,to_lat,to_lng,tripid,alert_completed,view_status,scheduled_start_loc,scheduled_end_loc,vehiclenumber,areaandroute,type,breached_in_userid,alerted_to_in_userid,breached_out_userid,alerted_to_out_userid,alert_generated_by_app_userid,alert_ended_by_app_userid,request_id,live_location,to_be_expired_at,status,event_id,particulated_trap_inlet_pressure,boost_pressure,intake_manifold_1_temperature,air_inlet_pressure,exhaust_gas_temperature,adblue_level
it_220403501,1709344885,19.069143,78.355995,,,0,,,52,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5CFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709344948,19.06912,78.35598,,,0,,,52,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5CFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345011,19.069124,78.35598,,,0,,,52,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5CFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345075,19.069126,78.355988,,,0,,,52,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5CFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345137,19.069122,78.355995,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345200,19.069111,78.356018,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345263,19.069113,78.356018,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345326,19.069105,78.356018,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345389,19.069107,78.356026,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345452,19.069113,78.356026,,,0,,,51,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5BFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345515,19.069113,78.356026,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC106FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345578,19.069122,78.356026,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC106FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345641,19.069117,78.356033,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC106FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345704,19.069115,78.356026,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345767,19.069126,78.356033,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345831,19.069145,78.35601,,,0,,,50,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:5AFFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it_220403501,1709345894,19.069134,78.35601,,,0,,,49,,1774.9688,,0,,0,60780920,,,1970.95,,,,,0,,,130,0,17936,23.2,84.68,0,125.5,0,,,,,,,,,,7JFW3994+,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0CF00300:D10000FFFF0C407E,0CF00400:7E7D7D000000007D,18FEF200:000000FBC006FAFF,18FEEE00:59FFFFFFFFFFFFFF,18FEE900:248C0000208C0000,18FE5600:DD44FFFF1F1F00FF,18FEE500:FB9900001C150100,18FEF100:F700000FFFFFFFFF,18FEFC17:FF3AFFFFFFFFFEFF,18FEC100:187DB900A27FB900,18F00500:FF803E7DFFFFFFFF",100,102,215,,,0,15,102,Released,Released,Pressed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
